student_id,standard,subject,parent_involvement,term_marks,study_time,quiz_accuracy,assignment_score,attendance_rate,total_attendance_days,video_completion,practice_attempts,session_consistency,pause_frequency,rewind_frequency,extracurricular_hours,discipline_incidents,engagement_score,risk_level
2370,10th,Computer Science,High,36,56,0.7325620364591643,20,0.3697830256018266,81,0.3777039320720683,3,5,5,8,7,2,0.265748239495494,HIGH
2371,11th,Science,High,35,96,0.7917367550412475,31,0.6024309071195524,132,0.7210089574182618,8,2,0,2,2,2,0.5230702496339714,MEDIUM
2372,11th,Computer Science,Low,46,197,0.43933272236582743,54,0.3528744445240686,77,0.8041261209459871,6,2,8,7,1,0,0.6643171150450615,MEDIUM
2373,12th,Mathematics,Low,68,134,0.9182593134375052,97,0.9368679494489627,206,0.25148492376032217,13,7,8,0,9,0,0.4525939695041289,LOW
2374,10th,English,Medium,22,146,0.8104671571054508,93,0.613530225100368,134,0.8307970683390475,8,4,6,4,7,3,0.6336521606689524,MEDIUM
2375,11th,Science,High,61,171,0.7755376262565891,98,0.8869962990065168,195,0.10649265039510204,10,2,8,1,11,3,0.40393039349137416,MEDIUM
2376,9th,English,Low,82,62,0.9738462553056565,52,0.9856251147938584,216,0.5770526926082797,12,7,7,3,19,0,0.4734877437099786,LOW
2377,12th,English,Medium,48,64,0.4295771477140138,44,0.7744454251741677,170,0.5651100008872065,12,3,8,1,11,1,0.471377333688216,MEDIUM
2378,9th,History,Low,21,294,0.649876282116293,35,0.9310575299939212,204,0.6614392876766377,9,2,8,2,8,0,0.776575715070655,MEDIUM
2379,10th,Mathematics,High,33,210,0.9189367290794945,27,0.3947572643521017,86,0.3157304773012075,6,6,6,4,18,1,0.486292190920483,HIGH
2380,10th,English,Low,31,108,0.8118000488673572,54,0.880995552103705,193,0.10887114693718129,1,5,5,1,14,2,0.20088179210820584,HIGH
2381,10th,Computer Science,High,43,281,0.6070410624030536,65,0.48985213324698307,107,0.5092866245272595,11,5,1,8,13,3,0.7250479831442371,MEDIUM
2382,12th,Computer Science,Low,47,171,0.16859231630217897,30,0.6308186271895126,138,0.16426559013242908,1,3,6,7,4,2,0.30703956938630494,HIGH
2383,11th,History,High,37,11,0.6874510956001059,80,0.7526078543660326,165,0.9029744981261814,1,7,0,4,17,2,0.38918979925047253,MEDIUM
2384,12th,Mathematics,Medium,25,219,0.573900001181067,63,0.9324805147746495,205,0.2562996931202561,4,5,5,0,11,0,0.4478532105814358,MEDIUM
2385,9th,Mathematics,High,49,285,0.2657624153361638,30,0.9376956606508193,206,0.48270967074879456,0,7,5,4,5,3,0.5730838682995179,HIGH
2386,12th,Computer Science,Medium,53,171,0.8940278110083377,30,0.3644716639992915,80,0.4906003512163454,12,5,6,3,19,1,0.5842401404865382,MEDIUM
2387,9th,Science,High,77,235,0.40892373540886895,41,0.5551888421747408,122,0.5975781830543843,6,7,1,8,10,0,0.6323646065550872,MEDIUM
2388,12th,History,Medium,47,165,0.4487319041655673,81,0.8552226446789517,188,0.8042791138933575,1,5,3,1,14,0,0.5550449788906763,MEDIUM
2389,11th,History,Low,91,186,0.7051613939167695,67,0.7922098224625578,174,0.5249333354579017,3,1,1,6,3,2,0.4979733341831607,MEDIUM
2390,9th,Computer Science,High,94,169,0.5399188678371168,82,0.3184467115145796,70,0.1231779404984258,8,3,3,1,13,1,0.38127117619937034,MEDIUM
2391,10th,Computer Science,Low,72,51,0.18035296865123446,70,0.6149225835398648,135,0.7939993700575806,7,7,2,2,4,0,0.4789330813563656,MEDIUM
2392,10th,Science,Medium,35,188,0.4486974556197113,64,0.8804771665865323,193,0.17395598315880234,9,3,1,2,10,3,0.44024905993018765,HIGH
2393,12th,Science,High,45,119,0.18501950614440982,52,0.816379106133641,179,0.6773979630329777,1,2,1,7,19,1,0.4429591852131911,HIGH
2394,10th,Mathematics,High,84,104,0.2716753628110431,79,0.5882948546326259,129,0.8230865577867059,13,6,2,1,6,0,0.6412346231146824,MEDIUM
2395,9th,History,Low,76,161,0.10645699451540847,21,0.8146127856427288,179,0.3544211552329394,15,3,9,0,12,2,0.5564351287598424,HIGH
2396,10th,History,High,50,294,0.26318177333619597,32,0.6858474963956245,150,0.5041958335156281,3,7,3,5,18,0,0.6336783334062513,HIGH
2397,11th,Computer Science,High,46,40,0.39740261859852477,85,0.9388402986478004,206,0.11290225796723496,3,4,6,5,3,1,0.13849423652022733,HIGH
2398,11th,Mathematics,Low,68,164,0.5843965903590652,76,0.7109890220803805,156,0.8234876796308969,1,3,3,0,19,2,0.5613950718523587,MEDIUM
2399,12th,History,High,28,159,0.927349490064459,62,0.5805139251560576,127,0.7329349809287373,1,7,10,4,11,0,0.5185073257048283,MEDIUM
2400,9th,Mathematics,Low,45,263,0.5862941805178498,64,0.9040444371977641,198,0.30824865494905873,4,4,6,8,13,1,0.5272994619796235,MEDIUM
2401,11th,Mathematics,Low,25,17,0.7350431872279074,50,0.33490818961464863,73,0.4512035780792104,10,5,3,4,0,1,0.33648143123168417,MEDIUM
2402,11th,Computer Science,Low,26,172,0.4219093821751968,29,0.9303574505462335,204,0.7257848516210003,3,6,2,6,7,2,0.5596472739817335,HIGH
2403,9th,Mathematics,Low,32,32,0.7764677142105406,42,0.7874427701484497,173,0.42234680966608606,14,7,7,5,15,2,0.39827205719976777,MEDIUM
2404,10th,Science,Low,68,260,0.6584218714463297,48,0.9584241022968545,210,0.24617329800192983,7,4,2,3,18,3,0.538469319200772,MEDIUM
2405,10th,Science,Medium,29,209,0.5138146119473751,50,0.47535340838887086,104,0.5666549759901174,3,6,10,1,4,3,0.5453286570627136,HIGH
2406,12th,English,Medium,62,163,0.2743919154021032,97,0.7864449552479029,173,0.7512108132577958,14,6,7,4,13,0,0.7044843253031183,MEDIUM
2407,10th,Computer Science,Low,68,4,0.3731868171975691,93,0.8666242868341962,190,0.38872855630265124,14,1,1,8,11,3,0.3474914225210605,MEDIUM
2408,9th,English,Medium,37,33,0.6588514786381796,37,0.7914718058501137,174,0.20959504448001204,7,7,2,2,11,3,0.22117135112533814,HIGH
2409,11th,Science,Medium,30,279,0.48345069192811574,30,0.44723359160248555,98,0.846589745630779,13,6,3,2,19,2,0.8839692315856451,MEDIUM
2410,10th,English,High,29,144,0.9004479010741466,66,0.49291269765099055,108,0.3275216798024108,4,5,2,6,11,0,0.3763420052542977,MEDIUM
2411,12th,Computer Science,Low,47,70,0.3113562443820268,22,0.6967196439168715,153,0.5615334586959458,15,7,5,1,10,1,0.5179467168117117,MEDIUM
2412,10th,Computer Science,Medium,72,229,0.16576538702794508,21,0.6127254218835386,134,0.7222088345403187,0,7,8,7,14,2,0.5942168671494608,HIGH
2413,9th,Mathematics,High,73,124,0.630413718854936,73,0.8145820318915697,179,0.38536768035479874,13,4,9,6,6,1,0.49281373880858614,MEDIUM
2414,12th,History,High,44,277,0.8974457561710684,91,0.5650736840264243,124,0.6837728836351765,13,6,7,7,9,3,0.8161758201207373,MEDIUM
2415,10th,Mathematics,Low,25,270,0.42826512649580983,50,0.9016363653018058,198,0.5137385557973755,8,5,3,5,4,3,0.6721620889856169,MEDIUM
2416,12th,Computer Science,Low,30,14,0.6829402013813486,27,0.6023442835257251,132,0.6133929896114615,7,1,1,4,14,3,0.3573571958445846,HIGH
2417,9th,Science,High,52,241,0.3082713599594338,62,0.32802889650035466,72,0.6315184932552484,0,5,9,3,1,1,0.5739407306354327,HIGH
2418,11th,Science,Low,88,152,0.6026247295054195,67,0.312154853119462,68,0.8417356182071976,11,5,0,7,12,0,0.6860275806162124,MEDIUM
2419,9th,Mathematics,Low,65,52,0.8081128907763878,21,0.7527198102591833,165,0.6906936460918028,2,3,10,1,13,2,0.37227745843672116,MEDIUM
2420,9th,Computer Science,High,96,148,0.8803284388990155,41,0.678387182797278,149,0.33787602296596947,15,2,3,5,19,3,0.5324837425197211,MEDIUM
2421,9th,Science,High,74,218,0.19460721686715704,24,0.6799212503494021,149,0.15364390702460165,2,4,4,5,5,3,0.378790896143174,HIGH
2422,9th,Computer Science,Low,89,112,0.4207370646639209,26,0.8530063112199118,187,0.10178698966761947,14,2,1,4,0,0,0.3767147958670478,MEDIUM
2423,11th,Science,Medium,70,287,0.6756799977422832,39,0.5630041642478036,123,0.9139756462902959,4,1,2,1,14,2,0.8015902585161184,MEDIUM
2424,11th,Computer Science,Low,44,276,0.13125058128428702,96,0.9968128983164892,219,0.9478990466219857,6,1,3,4,10,0,0.8271596186487944,MEDIUM
2425,12th,English,Medium,42,82,0.7215536801357443,21,0.9618710704268965,211,0.18470033889820114,0,5,2,2,12,0,0.1832134688926138,HIGH
2426,10th,Computer Science,High,69,217,0.5752304945234444,51,0.3090732370104773,67,0.5383482564540233,0,2,7,6,16,3,0.5046726359149427,HIGH
2427,11th,Computer Science,Medium,65,225,0.3597096512980238,22,0.9270199377391293,203,0.23643568311448102,9,4,10,6,3,3,0.5145742732457925,HIGH
2428,11th,Mathematics,High,96,269,0.8331890055346455,60,0.776384755259075,170,0.9538741780336761,12,7,1,7,10,0,0.9002163378801372,LOW
2429,10th,English,Low,63,14,0.36104564106619763,61,0.6514632357712244,143,0.32214926514027137,5,4,8,8,0,1,0.2141930393894419,HIGH
2430,11th,History,Low,32,289,0.9922735415834231,96,0.7079232318658297,155,0.551482386037299,13,7,10,0,13,3,0.7792596210815863,MEDIUM
2431,9th,Mathematics,High,90,264,0.8347331702020063,64,0.889300154285025,195,0.2490581725596251,4,5,5,3,4,2,0.5049566023571834,MEDIUM
2432,9th,History,High,67,198,0.7371824512447789,90,0.9657261744511165,212,0.3994849760527561,11,4,0,5,4,3,0.570460657087769,MEDIUM
2433,10th,Science,High,36,157,0.15521280216638142,36,0.6922335373155097,152,0.3401257248344628,11,3,7,6,2,1,0.49205028993378513,HIGH
2434,12th,History,Low,92,206,0.9138793347885461,66,0.4269040130320129,93,0.527883438674967,12,7,9,4,8,1,0.6458200421366536,MEDIUM
2435,12th,Computer Science,Low,33,173,0.8110497751637958,88,0.7478277886755853,164,0.47780376581993367,2,2,5,5,12,0,0.44845483966130684,MEDIUM
2436,10th,History,Medium,49,183,0.30612257136262205,43,0.35335327787200643,77,0.3977180151403378,12,1,3,0,10,0,0.5630872060561352,HIGH
2437,10th,Mathematics,High,49,264,0.4530233631942001,90,0.7445971157844073,163,0.1952898558835709,2,4,5,4,17,1,0.4567826090200951,MEDIUM
2438,9th,Mathematics,Medium,52,245,0.34176839645722856,53,0.8660282617688113,190,0.5360383198062534,3,7,1,1,9,2,0.5810819945891681,MEDIUM
2439,12th,History,Low,73,35,0.9859744307629599,69,0.5473320055401208,120,0.8651872162823971,14,4,0,1,5,0,0.5794082198462922,LOW
2440,11th,Mathematics,Medium,76,258,0.8687768003250035,61,0.3498290969786216,76,0.7572010029270094,12,4,5,0,8,1,0.8068804011708038,MEDIUM
2441,9th,Mathematics,Medium,50,18,0.9372027724255922,52,0.7845582898890343,172,0.7485173957464025,10,5,7,8,12,2,0.45674029163189434,MEDIUM
2442,10th,History,Low,42,22,0.8098968127378868,46,0.5375301251180054,118,0.4294825630707778,9,1,4,3,17,2,0.32112635856164445,MEDIUM
2443,12th,English,Low,71,103,0.5107134169632228,97,0.4743676563163861,104,0.7375771726138463,1,7,7,3,9,1,0.44569753571220516,MEDIUM
2444,11th,English,High,73,240,0.2848908248332166,78,0.7824272312602694,172,0.5189783332599268,12,2,2,8,14,1,0.6875913333039708,MEDIUM
2445,11th,Science,Medium,66,203,0.28727214121876044,38,0.9787105282361563,215,0.23524848175435237,8,4,5,4,11,2,0.4714327260350743,HIGH
2446,9th,Mathematics,Low,68,252,0.23651456353000933,95,0.8217256641980162,180,0.4771447749802459,12,3,0,3,19,2,0.6868579099920984,MEDIUM
2447,12th,History,Low,75,141,0.5919845952730574,22,0.6439450283915629,141,0.21946476792843772,11,6,2,6,14,1,0.42245257383804175,MEDIUM
2448,12th,Mathematics,Medium,27,142,0.9279698705772783,90,0.7203575056969036,158,0.2030345370158823,3,7,3,4,13,1,0.3105471481396863,MEDIUM
2449,10th,Computer Science,Low,41,270,0.9926182630411896,44,0.3995952360800522,87,0.12075337761184966,15,5,4,7,18,3,0.6083013510447399,MEDIUM
2450,12th,Mathematics,High,81,109,0.35856982003308835,34,0.8692492999779655,191,0.3545688708724749,9,2,2,2,18,2,0.40716088168232334,MEDIUM
2451,12th,Mathematics,High,73,7,0.7275830862670564,79,0.7230065074279932,159,0.39778730581775035,2,4,7,7,9,0,0.19511492232710015,MEDIUM
2452,9th,English,Medium,54,68,0.63738821404934,42,0.9760812785986122,214,0.7294993416446434,9,2,4,5,0,3,0.5024664033245241,MEDIUM
2453,12th,History,High,34,189,0.54004250518868,30,0.9856383578029635,216,0.5842043063963053,10,5,6,8,19,3,0.6190150558918555,MEDIUM
2454,11th,Mathematics,Low,24,178,0.6991917794308372,78,0.5482106847082822,120,0.8726047408479808,6,7,4,5,6,2,0.6663752296725258,MEDIUM
2455,9th,English,Low,36,62,0.43422671708206206,53,0.9919821548588696,218,0.2588235640350909,12,6,7,3,10,2,0.346196092280703,MEDIUM
2456,9th,Science,Low,22,67,0.9500362975841046,26,0.9697834696718131,213,0.33936098127383263,8,3,0,1,3,3,0.3317443925095331,MEDIUM
2457,10th,English,Low,38,205,0.7349039809357033,63,0.7478823746635952,164,0.9469685000290742,11,7,2,2,3,2,0.7987874000116297,MEDIUM
2458,12th,English,Medium,100,5,0.7787809827932003,83,0.5334250999214094,117,0.49964072300183293,12,4,2,6,9,2,0.36652295586739986,MEDIUM
2459,10th,English,High,56,118,0.31817988550546655,42,0.8273381545234384,182,0.8101458487437901,1,3,9,4,4,0,0.4947250061641827,HIGH
2460,11th,Mathematics,High,40,30,0.25172380314785747,77,0.48986606194929505,107,0.5429508837845403,13,5,9,6,15,1,0.43051368684714947,MEDIUM
2461,9th,Mathematics,Low,70,5,0.4549067137848908,39,0.7408907276722063,162,0.5239770913231728,5,3,2,6,11,3,0.28292416986260244,HIGH
2462,9th,Science,Medium,73,206,0.7900052368025385,46,0.31720712965969483,69,0.23330465922667815,4,5,5,5,0,2,0.42132186369067126,HIGH
2463,9th,Computer Science,Low,30,156,0.9449163187775718,79,0.7400079575809215,162,0.8660796498537275,0,6,8,1,4,1,0.554431859941491,MEDIUM
2464,11th,Computer Science,Low,84,66,0.484596843376607,27,0.9661257993134931,212,0.17051975249287116,10,3,5,4,17,1,0.28954123433048184,MEDIUM
2465,11th,Computer Science,Medium,49,288,0.7967411132474493,86,0.46460012989435373,102,0.37923498518773735,6,2,4,5,3,1,0.615693994075095,MEDIUM
2466,10th,Science,Medium,62,139,0.5233668575201286,21,0.8447256407010442,185,0.7061212645481615,0,7,0,7,14,2,0.46778183915259797,HIGH
2467,10th,Computer Science,Low,55,299,0.3657054245999174,41,0.5053964849409212,111,0.5565317957272269,9,2,1,0,5,3,0.7412793849575575,HIGH
2468,10th,Computer Science,High,76,12,0.7653386356532629,89,0.795494824110049,175,0.8932404942743826,8,5,10,6,6,3,0.4799628643764198,MEDIUM
2469,12th,English,Low,45,151,0.8183819205831945,55,0.7899806589114677,173,0.13536815750912434,15,2,0,4,18,2,0.45548059633698307,MEDIUM
2470,9th,Mathematics,High,79,108,0.28255671467261223,43,0.42931641918333496,94,0.6844667675497572,3,6,5,6,13,2,0.45778670701990287,HIGH
2471,9th,Mathematics,High,41,148,0.3746525518407976,31,0.7179895372947138,157,0.5297189235644124,13,3,2,2,14,3,0.5825542360924316,HIGH
2472,10th,English,Medium,43,203,0.545299159126296,100,0.9014182671792075,198,0.23888064112088586,7,7,4,3,15,3,0.45955225644835435,MEDIUM
2473,9th,English,Medium,31,20,0.26786964679018904,41,0.5677731486076929,124,0.7689267164013341,0,3,5,1,14,3,0.33423735322720033,HIGH
2474,10th,English,Low,94,59,0.9359508688784133,92,0.7971938659442388,175,0.47017616986542154,4,7,4,5,5,0,0.32007046794616867,LOW
2475,12th,Mathematics,High,79,20,0.6322005213046735,95,0.7721010246641825,169,0.5784237138130152,2,4,2,4,5,1,0.28470281885853943,MEDIUM
2476,12th,Computer Science,High,40,244,0.2090829496345234,100,0.48025980126042256,105,0.9705394597267974,3,5,1,0,5,0,0.7535491172240524,MEDIUM
2477,11th,English,Low,99,72,0.2656268782142159,42,0.9430504918499922,207,0.5376070729226697,11,2,1,0,11,0,0.45770949583573456,MEDIUM
2478,12th,Science,Low,55,75,0.95891981079236,93,0.694458458881391,152,0.8410355790027785,3,6,1,7,1,2,0.4764142316011114,MEDIUM
2479,10th,English,Low,26,185,0.7643517271269564,82,0.5487048597638668,120,0.7926197710071199,7,5,9,7,3,1,0.6570479084028481,MEDIUM
2480,12th,History,Medium,80,77,0.7609645760544875,49,0.4150508629917057,91,0.6964791323624191,9,2,3,5,5,1,0.5012583196116343,MEDIUM
2481,11th,English,Low,72,64,0.16524873460454909,38,0.6314208466938382,138,0.9071309290153002,9,4,3,8,9,3,0.5681857049394534,HIGH
2482,9th,Mathematics,Low,47,289,0.9057689539380523,45,0.8110794065311899,178,0.3264414822434628,12,3,2,0,18,2,0.6759099262307185,MEDIUM
2483,10th,English,High,43,55,0.49936182630274417,30,0.7365481888396915,162,0.8386941083208969,15,7,7,7,4,2,0.608810976661692,MEDIUM
2484,9th,History,Low,72,258,0.6937455903759336,39,0.8089367916869343,177,0.44000873955760833,2,3,3,1,5,3,0.54667016248971,MEDIUM
2485,11th,Science,High,32,189,0.9637202972026125,75,0.8542325266102688,187,0.8312418010730992,0,6,7,7,13,3,0.5844967204292397,MEDIUM
2486,11th,Computer Science,High,97,5,0.19001114232090122,64,0.608703336542608,133,0.54440981609096,4,1,10,2,14,0,0.277763926436384,MEDIUM
2487,11th,English,Medium,91,5,0.5340488135379209,87,0.6641163288170047,146,0.8719383276489122,1,5,2,5,18,3,0.3687753310595649,MEDIUM
2488,9th,History,Low,20,190,0.1446514629957386,66,0.9904954781066233,217,0.9053591839236876,12,2,10,6,18,3,0.7754770069028084,MEDIUM
2489,9th,History,Low,100,147,0.5495908809913439,95,0.9776359770746059,215,0.6378794881157039,10,1,1,2,6,2,0.5844851285796149,MEDIUM
2490,9th,Science,High,60,257,0.32703346943881395,77,0.5903719873312013,129,0.5568642611481205,15,5,7,1,17,0,0.7654123711259149,MEDIUM
2491,9th,Mathematics,Medium,78,217,0.9199589763464836,29,0.7796256669445465,171,0.8049521289991007,12,7,5,0,11,1,0.7713141849329738,MEDIUM
2492,11th,English,Medium,32,89,0.45864324484577823,41,0.48731312482949696,107,0.340287582861256,14,2,1,4,7,0,0.4414483664778358,HIGH
2493,11th,History,Low,73,9,0.6704852014468712,90,0.40688828194495386,89,0.11381381312402299,13,4,6,0,2,2,0.23085885858294253,MEDIUM
2494,10th,Science,High,66,86,0.8742585383330941,43,0.8378808558366135,184,0.4663851244792926,5,5,9,0,14,1,0.36788738312505037,MEDIUM
2495,10th,Computer Science,Low,46,249,0.9853226725754589,85,0.6053259785926169,133,0.5569967196070992,3,2,6,4,9,0,0.5947986878428397,MEDIUM
2496,9th,History,Low,96,150,0.5534374332956914,80,0.42393696255501323,93,0.3675364474948809,8,7,3,2,18,3,0.4536812456646191,MEDIUM
2497,12th,Science,Low,59,112,0.5101819325753103,26,0.8311935464643829,182,0.4450256935639907,6,3,7,2,11,0,0.4073436107589296,MEDIUM
2498,12th,Mathematics,Low,51,29,0.16816568076681285,91,0.9406192518558163,206,0.21975240962448517,1,5,2,6,2,1,0.13990096384979409,HIGH
2499,11th,Mathematics,High,77,127,0.11146504900349354,57,0.9532914503204157,209,0.34956091303101466,6,2,8,2,13,0,0.38915769854573923,MEDIUM
2500,11th,History,Medium,95,77,0.6479218832486465,40,0.7174335959238336,157,0.31608581312311623,9,6,10,1,16,0,0.34910099191591315,MEDIUM
2501,11th,History,Low,62,54,0.15891791693288143,27,0.6357487902824115,139,0.3708881684440931,13,3,4,2,2,0,0.39368860071097056,HIGH
2502,10th,English,Low,71,33,0.442341043334626,47,0.39930661031326387,87,0.36914869948658724,7,7,2,3,6,3,0.28499281312796826,HIGH
2503,10th,Science,Low,96,104,0.10324579249581535,73,0.8549528629792722,188,0.6030715339428521,2,3,8,8,16,2,0.4065619469104742,MEDIUM
2504,11th,History,Low,99,171,0.6537047490691037,50,0.9617262064702028,211,0.32553724617646546,2,1,1,1,14,2,0.38488156513725286,MEDIUM
2505,11th,English,Medium,53,21,0.48287364439644664,60,0.9226222895321776,202,0.9468651370058997,10,2,1,5,19,2,0.5400793881356932,MEDIUM
2506,11th,English,Medium,25,286,0.21431869280765908,56,0.8262484181063696,181,0.5601473473270014,1,1,2,4,9,0,0.6187256055974673,HIGH
2507,12th,History,Medium,67,104,0.3667308461567399,57,0.30319820381354323,66,0.2160694057687907,11,6,8,5,6,1,0.37176109564084964,HIGH
2508,10th,Mathematics,Medium,37,148,0.612694629074732,70,0.5854256122251384,128,0.35164564347185556,14,7,10,4,19,0,0.5246582573887423,MEDIUM
2509,12th,Science,Low,100,271,0.6910420312089793,95,0.5874999201912655,129,0.7567817465220886,0,1,9,5,2,0,0.6640460319421688,MEDIUM
2510,12th,Science,High,58,275,0.5161022916971021,56,0.9260577630718123,203,0.11229313454265472,2,4,2,3,14,2,0.4382505871503953,HIGH
2511,11th,Mathematics,Medium,97,298,0.8235632044818513,50,0.3459555018433338,76,0.9440361875772559,9,1,4,7,19,2,0.8949478083642357,MEDIUM
2512,11th,History,Medium,26,171,0.20119637053268713,81,0.6718558087173485,147,0.5006592295532255,11,1,8,8,4,3,0.5749303584879568,HIGH
2513,9th,Science,Low,25,46,0.17609115035116701,37,0.39529408274898203,86,0.5689711206558971,10,7,9,6,1,0,0.42225511492902545,HIGH
2514,9th,History,Low,95,113,0.1398198421160275,25,0.7636057399861805,167,0.9895710122555752,6,4,5,0,8,3,0.6264950715688968,MEDIUM
2515,12th,History,Low,72,274,0.582245055504498,28,0.8545788417247266,188,0.5530627773993985,10,4,5,4,17,3,0.719891777626426,MEDIUM
2516,10th,English,Low,20,206,0.7356085338110121,30,0.7493714483801419,164,0.9529695950157753,8,5,10,6,12,3,0.7625211713396435,MEDIUM
2517,11th,Mathematics,High,48,241,0.21746925948027673,21,0.856209598714438,188,0.9237080042138388,13,1,0,4,19,2,0.8641498683522022,MEDIUM
2518,11th,History,High,88,300,0.6750510596698532,48,0.7252474084123162,159,0.9471839757995915,8,3,10,4,6,3,0.8855402569865033,MEDIUM
2519,12th,Computer Science,Medium,68,195,0.5292529895705813,70,0.4328873773324135,95,0.8311357517431275,12,4,1,4,3,0,0.752454300697251,MEDIUM
2520,9th,Mathematics,High,78,163,0.9886100501360037,88,0.5678644629516623,124,0.3667582761019581,5,2,8,4,7,3,0.43070331044078325,MEDIUM
2521,10th,Science,Medium,32,175,0.7457262483397703,42,0.9698081713380784,213,0.41174423540738336,13,5,7,4,5,2,0.57136436082962,MEDIUM
2522,9th,English,Medium,64,270,0.6917260016724632,26,0.5017224389446047,110,0.4284856613625768,14,7,1,0,3,0,0.7180609312116975,MEDIUM
2523,9th,Science,High,65,109,0.61340476138511,75,0.344003668984345,75,0.9812627556509756,5,5,4,5,4,0,0.6045051022603902,MEDIUM
2524,9th,Science,Medium,42,171,0.9976295633947334,96,0.5693809824268867,125,0.4246799535749338,10,1,4,5,19,1,0.5312053147633068,MEDIUM
2525,9th,Mathematics,Low,51,201,0.9824132537691196,81,0.5564149831908801,122,0.19782037829654245,4,6,5,7,19,2,0.40046148465195036,MEDIUM
2526,11th,Science,Medium,91,167,0.5843036129450694,93,0.6292161710126924,138,0.8004960051716364,14,3,3,4,8,1,0.7295317354019879,MEDIUM
2527,11th,History,Low,94,101,0.5096650126008355,99,0.6922123954568488,152,0.42945696242384734,1,6,8,1,7,2,0.31978278496953894,MEDIUM
2528,9th,Science,High,32,85,0.5159034304315772,34,0.9946962865549627,218,0.6588423205532591,6,6,4,6,1,2,0.456870261554637,MEDIUM
2529,10th,English,High,72,141,0.4855081512910291,72,0.8293637595302119,182,0.9319243710375703,0,7,3,0,6,2,0.5607697484150281,MEDIUM
2530,12th,English,Medium,39,212,0.57825847629669,62,0.3251235349803972,71,0.6179550191002399,5,4,8,4,17,1,0.5965153409734293,HIGH
2531,10th,Computer Science,Low,20,50,0.34622584103293363,54,0.7988986297445588,175,0.6739301605220992,13,2,1,4,9,3,0.5095720642088397,HIGH
2532,10th,English,Medium,76,111,0.934109904802984,98,0.8769622238882309,192,0.6785763080186225,3,1,10,2,2,2,0.45943052320744904,MEDIUM
2533,10th,Science,High,85,270,0.5412070733157417,33,0.9269415172190705,203,0.6511592671826637,2,7,10,1,16,0,0.6471303735397321,MEDIUM
2534,9th,English,Medium,30,64,0.8578070306547483,88,0.5968042720316808,131,0.2437924397328587,14,3,1,3,1,0,0.3695169758931435,MEDIUM
2535,11th,Mathematics,Medium,65,182,0.527773307200858,68,0.5195378976740946,114,0.5107738732738799,10,1,2,6,2,2,0.580309549309552,MEDIUM
2536,10th,English,Low,49,9,0.7464612465192186,37,0.8875273549062666,195,0.10689761797935261,12,1,9,2,4,2,0.21475904719174108,MEDIUM
2537,9th,History,High,88,233,0.40319376802892204,70,0.844330786550977,185,0.6636383236677998,0,5,3,5,12,2,0.5761219961337867,MEDIUM
2538,10th,Mathematics,Medium,26,297,0.6623261719599345,20,0.675229714976078,148,0.617822465523615,13,6,9,6,12,3,0.8164623195427794,MEDIUM
2539,10th,Computer Science,Low,43,243,0.5485343009058274,46,0.38251794909060655,84,0.386323497316739,5,2,8,1,5,2,0.5451960655933623,HIGH
2540,9th,History,Medium,67,266,0.4304028308802489,83,0.7562329373476707,166,0.5715059528531834,12,2,4,2,13,3,0.7432690478079401,MEDIUM
2541,11th,Science,Low,62,117,0.8934006349612009,79,0.34596729650301195,76,0.5437520037172691,6,2,1,8,4,3,0.4535008014869077,MEDIUM
2542,11th,Science,Low,98,143,0.20144051447401806,60,0.3702567632831171,81,0.32582369434802605,10,2,2,0,0,2,0.4543294777392104,HIGH
2543,12th,Science,Medium,55,200,0.5382308334871994,40,0.531798167247662,116,0.3639587932833337,0,4,7,7,8,2,0.41225018398000013,HIGH
2544,9th,History,High,93,238,0.2749321659395231,33,0.5598228478076437,123,0.7862868969658756,10,4,5,0,2,3,0.7651814254530169,MEDIUM
2545,12th,History,High,20,245,0.8749495820958323,39,0.623381827223196,137,0.780159087263556,0,2,4,2,5,1,0.6387303015720891,HIGH
2546,12th,History,Low,26,7,0.32812241024409705,30,0.5374000714531241,118,0.5228039352158581,6,7,3,5,3,3,0.2984549074196766,HIGH
2547,12th,Mathematics,High,63,151,0.6700873061006395,85,0.3236517088041635,71,0.7457580571743816,10,3,3,7,1,0,0.6329698895364193,MEDIUM
2548,11th,Mathematics,Low,80,210,0.24900716357681865,43,0.4101909790980135,90,0.5057211522078425,11,4,7,6,15,2,0.6289551275498036,HIGH
2549,9th,Science,High,45,157,0.46442230252375294,56,0.380578376082424,83,0.8662366314065189,5,4,5,2,5,1,0.6224946525626076,MEDIUM
2550,12th,English,Medium,49,57,0.9094214760844278,43,0.6018285189961716,132,0.399526013987752,6,7,4,5,13,1,0.3158104055951009,MEDIUM
2551,9th,Science,High,20,85,0.24945799996174642,34,0.44849024902716517,98,0.9345632498608609,14,7,4,0,9,2,0.6738252999443444,HIGH
2552,9th,Computer Science,Low,82,54,0.6968762428135057,31,0.5054817050264767,111,0.5880552855082039,12,7,5,7,3,1,0.4672221142032816,MEDIUM
2553,11th,Mathematics,Low,34,200,0.2840593335003593,83,0.6300972243553082,138,0.5821190749717757,7,3,10,8,6,0,0.5928476299887103,MEDIUM
2554,12th,History,High,82,121,0.47417414727894935,50,0.4648933018673696,102,0.7037293458934393,7,2,10,8,16,2,0.5361584050240424,MEDIUM
